0	0.69316 	1.00000
1	0.58313 	1.00000
2	0.65396 	1.00000
3	0.77449 	1.00000
4	0.65679 	1.00000
5	0.65850 	1.00000
6	0.61441 	1.00000
7	0.54051 	1.00000
8	0.74894 	1.00000
9	0.64970 	1.00000
10	0.64834 	1.00000
11	0.62273 	1.00000
12	0.69404 	1.00000
13	0.67598 	1.00000
14	0.67030 	1.00000
15	0.63331 	1.00000
16	0.55955 	1.00000
17	0.82403 	1.00000
18	0.71818 	1.00000
19	0.60282 	1.00000
20	0.65363 	1.00000
21	0.73788 	1.00000
22	0.67108 	1.00000
23	0.76217 	1.00000
24	0.56747 	1.00000
25	0.67970 	1.00000
26	0.56217 	1.00000
27	0.68249 	1.00000
28	0.67218 	1.00000
29	0.67344 	1.00000
30	0.75111 	1.00000
31	0.72863 	1.00000
32	0.61548 	1.00000
33	0.76346 	1.00000
34	0.74952 	1.00000
35	0.71849 	1.00000
36	0.66663 	1.00000
37	0.75676 	1.00000
38	0.67649 	1.00000
39	0.64769 	1.00000
40	0.54628 	1.00000
41	0.75656 	1.00000
42	0.67475 	1.00000
43	0.58529 	1.00000
44	0.58051 	1.00000
45	0.53363 	1.00000
46	0.65025 	1.00000
47	0.57575 	1.00000
48	0.62760 	1.00000
49	0.65439 	1.00000
50	0.69600 	0.47278
51	0.71451 	0.47278
52	0.69263 	0.47278
53	0.65139 	0.47278
54	0.71048 	0.47278
55	0.58681 	0.47278
56	0.74573 	0.47278
57	0.57817 	0.47278
58	0.62024 	0.47278
59	0.77700 	0.47278
60	0.66219 	0.47278
61	0.73568 	0.47278
62	0.76969 	0.47278
63	0.62068 	0.47278
64	0.68806 	0.47278
65	0.63418 	0.47278
66	0.67484 	0.47278
67	0.52176 	0.47278
68	0.49112 	0.47278
69	0.59179 	0.47278
70	0.62577 	0.47278
71	0.68306 	0.47278
72	0.67175 	0.47278
73	0.60552 	0.47278
74	0.57439 	0.47278
75	0.69685 	0.47278
76	0.67433 	0.47278
77	0.72972 	0.47278
78	0.70450 	0.47278
79	0.55340 	0.47278
80	0.69319 	0.47278
81	0.65080 	0.47278
82	0.61354 	0.47278
83	0.74447 	0.47278
84	0.82791 	0.47278
85	0.60061 	0.47278
86	0.71305 	0.47278
87	0.79193 	0.47278
88	0.58598 	0.47278
89	0.72374 	0.47278
90	0.64270 	0.47278
91	0.59407 	0.47278
92	0.66362 	0.47278
93	0.59971 	0.47278
94	0.62432 	0.47278
95	0.63634 	0.47278
96	0.70369 	0.47278
97	0.64035 	0.47278
98	0.62400 	0.47278
99	0.52551 	0.47278
100	0.69221 	0.45107
101	0.69393 	0.45107
102	0.74285 	0.45107
103	0.71733 	0.45107
104	0.70652 	0.45107
105	0.68250 	0.45107
106	0.58177 	0.45107
107	0.50537 	0.45107
108	0.73739 	0.45107
109	0.62385 	0.45107
110	0.70000 	0.45107
111	0.71917 	0.45107
112	0.68217 	0.45107
113	0.73497 	0.45107
114	0.57803 	0.45107
115	0.60388 	0.45107
116	0.61021 	0.45107
117	0.61120 	0.45107
118	0.53394 	0.45107
119	0.65123 	0.45107
120	0.75096 	0.45107
121	0.66276 	0.45107
122	0.62893 	0.45107
123	0.76177 	0.45107
124	0.71831 	0.45107
